Ensembl Gene ID	Gene Symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000285205	ENSG00000285205	-3.94584886780563	0.00914069163698583	IGT_vs_Control	HSALNG0103390	anti_sense	Q90	NA	Balding measurement,-	NA	ENSG00000232245
ENSG00000224387	ENSG00000224387	-1.05578345674833	0.0357965085219767	IGT_vs_T2D	HSALNG0000265	anti_sense	Not conserved	hsa-miR-6802-5p	NA	PANK4	KCNAB2
ENSG00000225833	GS1-594A7.3	1.12248224376857	0.0487817780645309	IGT_vs_T2D	HSALNG0136782	anti_sense	Q75	NA	NA	BMX	ARG2
ENSG00000285538	ENSG00000285538	1.22811395537464	0.00462213889706704	IGT_vs_T2D	HSALNG0112843	integenic	Not conserved	NA	-	NUDT7	ARG2
ENSG00000228033	ENSG00000228033	-1.37424290710485	0.00177733310407308	IGT_vs_T2D	HSALNG0014903	integenic	Not conserved	NA	NA	ASB3	CADPS2
ENSG00000270947	ENSG00000270947	-1.32609001061213	0.00832773673892434	IGT_vs_T2D	HSALNG0124973	anti_sense	Not conserved	hsa-miR-6089	Ldl cholesterol change measurement; Dental caries; Response to statin	ZNF729	CPA1
ENSG00000234184	LINC01781	-3.36822171959197	0.00213138717660159	IGT_vs_T2D	HSALNG0004694	integenic	Q75	NA	Lip morphology measurement,-	ADGRL2	CD79A
ENSG00000122548	KIAA0087	-1.67942066213187	0.00671189798479223	IGT_vs_T2D	HSALNG0141614	integenic	Q90	NA	Fev/fec ratio; Response to bronchodilator,-	SKAP2	CHN2
ENSG00000243715	CACNA2D3-AS1	-2.42781530987792	0.00443691123165196	IGT_vs_T2D	HSALNG0026282	anti_sense	Q50	NA	-	LRTM1	CHN2
ENSG00000257022	ENSG00000257022	-1.0595133994378	0.0466316941863743	IGT_vs_T2D	HSALNG0089777	anti_sense	Q50	hsa-miR-378a-5p	Body height,Gut microbiome measurement,Hemoglobin a1 measurement,Birth weight,Adolescent idiopathic scoliosis,Physical activity,Hippocampal sclerosis of aging,Pulse pressure measurement,Appendicular lean mass,Bilirubin measurement,Parental genotype effect measurement; Birth weight,-	CMAS	CHN2
ENSG00000227508	LINC01624	-1.64457597160217	0.044729023362453	IGT_vs_T2D	HSALNG0055432	integenic	Not conserved	hsa-miR-342-5p	Anti-thyroglobulin antibody measurement,Lymphocyte count; Platelet crit; Leukocyte count; Platelet count; Monocyte count,Leukocyte count; Lymphocyte count; Monocyte count,Blood protein measurement,Testosterone measurement	FAM120B	SERPINI2
ENSG00000228536	LYPLAL1-AS1	-2.50022590770456	1.80616748770363e-05	IGT_vs_T2D	HSALNG0010664	integenic	Q50	hsa-miR-4492,hsa-miR-8485	Bmi-adjusted waist-hip ratio,Bmi-adjusted waist circumference,Bmi-adjusted hip circumference,Heel bone mineral density,Triglyceride measurement; Bmi-adjusted waist circumference,Protein measurement,Bmi-adjusted waist circumference; Bmi-adjusted hip circumference; Bmi-adjusted waist-hip ratio,Lean body mass,Appendicular lean mass,Bmi-adjusted hip circumference; Bmi-adjusted waist-hip ratio,Serum alanine aminotransferase measurement; Sex hormone-binding globulin measurement; Low density lipoprotein triglyceride measurement; Body fat percentage; High density lipoprotein cholesterol measurement; Triglyceride measurement; Aspartate aminotransferase measurement,Body mass index,Visceral:subcutaneous adipose tissue ratio; Body mass index,Body height,Body weight,Reticulocyte measurement; Bmi-adjusted hip circumference,Insulin measurement,Pulse pressure measurement; Obesity; Osteoarthritis, hip, osteoarthritis, knee, total joint arthroplasty,Visceral:subcutaneous adipose tissue ratio,Osteoarthritis, hip; Body mass index; Physical activity measurement; Bmi-adjusted waist-hip ratio; Fasting blood insulin measurement; Osteoarthritis, hip, osteoarthritis, knee,Waist-hip ratio,Hip circumference; Bmi-adjusted hip circumference; Bmi-adjusted waist-hip ratio,Triglyceride measurement; Reticulocyte measurement; Bmi-adjusted hip circumference; Reticulocyte count,Red blood cell density measurement; Hemorrhoid; Erythrocyte count,Sex interaction measurement; Age at assessment; Bmi-adjusted waist-hip ratio,Nose morphology measurement,Bmi-adjusted waist-hip ratio; Physical activity measurement,Waist-hip ratio; Bmi-adjusted waist-hip ratio,Serum alanine aminotransferase measurement,High density lipoprotein cholesterol measurement,Open-angle glaucoma,Smoking behavior; Bmi-adjusted waist-hip ratio,Triglyceride measurement; High density lipoprotein cholesterol measurement,Adiponectin measurement,Apolipoprotein a 1 measurement,Body fat percentage; Bmi-adjusted hip circumference,Total blood protein measurement; High density lipoprotein cholesterol measurement,Astigmatism,Bmi-adjusted waist circumference; Drugs used in diabetes use measurement; Bmi-adjusted hip circumference,Bmi-adjusted waist circumference; Bmi-adjusted waist-hip ratio,Waist-hip ratio; Bmi-adjusted waist-hip ratio; Physical activity measurement,Bmi-adjusted waist circumference; Appendicular lean mass,Varicose veins; Inguinal hernia,Acne; Bmi-adjusted hip circumference,Serum gamma-glutamyl transferase measurement,Bmi-adjusted waist circumference; Total cholesterol measurement; Low density lipoprotein cholesterol measurement; High density lipoprotein cholesterol measurement; Bmi-adjusted waist-hip ratio; Triglyceride measurement,Body mass index; Adiponectin measurement; Fasting blood insulin measurement,Systolic blood pressure,Sex hormone-binding globulin measurement; Adiponectin measurement,-	ZC3H11B	AADAC
ENSG00000235142	LINC02532	-1.30793467316959	0.0485695018715287	IGT_vs_T2D	HSALNG0052479	integenic	Q90	hsa-miR-593-3p,hsa-miR-619-5p,hsa-miR-1285-3p,hsa-miR-4763-3p,hsa-miR-6813-5p	Glomerular filtration rate; Blood urea nitrogen measurement; Creatinine measurement; Uric acid measurement; Erythrocyte count; Red blood cell density measurement; Urate measurement,Cystatin c measurement,Susceptibility to rubella infection measurement,Creatinine measurement,Dna methylation,Urate measurement,-	RTN4IP1	NR5A2
ENSG00000289644	ENSG00000289644	-1.99603827903293	0.0381417379782039	IGT_vs_T2D	HSALNG0097940	integenic	Q50	NA	Response to antidepressant,Dna methylation,Alkaline phosphatase measurement,Self reported educational attainment,Interstitial lung disease,-	KLF12	CALY
ENSG00000224318	CHL1-AS2	1.13205803303592	0.0184679490072661	IGT_vs_T2D	HSALNG0023765	anti_sense	Q75	hsa-miR-4472,hsa-miR-4722-5p,hsa-miR-6782-5p,hsa-miR-6785-5p,hsa-miR-6803-5p,hsa-miR-6842-3p	Protein measurement,Scoliosis,Gut microbiome measurement,Risk-taking behaviour,Mathematical ability,Response to citalopram; Antidepressant-induced dizziness; Response to buspirone; Response to antidepressant,-	IL5RA	CHL1
ENSG00000223956	LINC01767	-1.03754809793313	0.0390163670994479	IGT_vs_T2D	HSALNG0003877	anti_sense	Not conserved	hsa-miR-6865-5p,hsa-miR-7162-5p	NA	PRKAA2	FAIM2
ENSG00000284653	ENSG00000284653	-3.50706885735658	6.13471024557714e-08	IGT_vs_T2D	HSALNG0001300	integenic	Q50	hsa-miR-6763-5p,hsa-miR-6813-5p	Hippocampal volume,-	IGSF21	FAIM2
ENSG00000260086	ENSG00000260086	1.18688342190608	2.56143606977234e-06	IGT_vs_T2D	HSALNG0111257	integenic	Not conserved	NA	NA	LONP2	NTPCR
