Ensembl Gene ID	Gene Symbol	logFC	FDR	Comparison	LncBook ID	Type	Conservation	miRNA	GWAS	nearest PC	Top correlated gene
ENSG00000256196	ENSG00000256196	2.49577240983048	0.00199067841899886	diabetic_gastroparetics_vs_Control	HSALNG0084483	anti_sense	Q50	hsa-miR-3155b	Blood protein measurement,-	PRPF19	ZNF112
ENSG00000285848	ENSG00000285848	-2.67264106690839	0.00019715889916338	diabetic_gastroparetics_vs_Control	HSALNG0113164	anti_sense	Not conserved	NA	Mortality,-	ZDHHC7	VMP1
ENSG00000205622	ENSG00000205622	-2.13330745369472	0.00649349308564447	diabetic_gastroparetics_vs_Control	HSALNG0133091	integenic	Not conserved	NA	-	ERG	FOSL2
ENSG00000256947	ENSG00000256947	-2.29801729812438	0.0482033636097628	diabetic_gastroparetics_vs_Control	HSALNG0087299	anti_sense	Q50	hsa-miR-331-3p	Volumetric brain mri,-	C11orf71	SLC1A3
ENSG00000270640	ENSG00000270640	-5.14131583548519	2.63752348125738e-16	diabetic_gastroparetics_vs_Control	HSALNG0013867	intronic_sense	Q90	NA	-	FOSL2	CXCL2
ENSG00000198358	ENSG00000198358	5.51486399492624	0.00270072899863201	diabetic_gastroparetics_vs_Control	HSALNG0007881	anti_sense	Not conserved	hsa-miR-6089	Granulocyte count,-	LY9	LRP2
ENSG00000203392	ENSG00000203392	-1.33808721188483	0.0315763296183951	diabetic_gastroparetics_vs_Control	HSALNG0107312	anti_sense	Not conserved	NA	NA	SNX33	SLCO4A1
ENSG00000232057	ENSG00000232057	-2.3013080098639	0.00148521141313555	diabetic_gastroparetics_vs_Control	HSALNG0012496	anti_sense	Not conserved	hsa-miR-4722-5p,hsa-miR-6845-3p	Gut microbiome measurement,-	TPO	CSF3
ENSG00000288547	C3orf36	-2.52979750107863	0.0328479027511231	diabetic_gastroparetics_vs_Control	NA	NA	NA	NA	NA	SLCO2A1	IRX4
ENSG00000289852	ENSG00000289852	-2.94573014495583	8.73900809418406e-05	diabetic_gastroparetics_vs_Control	HSALNG0096744	integenic	Q50	NA	Dupuytren contracture; Chronic obstructive pulmonary disease,Heel bone mineral density,Body height,Peripheral arterial disease; Traffic air pollution measurement,Cortical thickness,-	SERP2	SGK1
ENSG00000286458	ENSG00000286458	-1.75399900194743	0.00317313148147811	diabetic_gastroparetics_vs_Control	HSALNG0061527	anti_sense	Q75	hsa-miR-619-5p	-	CYREN	DENND10
ENSG00000230587	LINC02580	-1.45229277992015	0.0110593306653241	diabetic_gastroparetics_vs_Control	HSALNG0014517	integenic	Q50	hsa-miR-363-5p,hsa-miR-378a-5p,hsa-miR-324-3p,hsa-miR-3922-5p,hsa-miR-4492,hsa-miR-4508,hsa-miR-5787,hsa-miR-6089,hsa-miR-8485	Protein measurement,Diastolic blood pressure,Suicide behaviour measurement,Mean arterial pressure,Pulse pressure measurement,Henoch-schoenlein purpura,Systolic blood pressure,Gastric carcinoma,Resistin measurement; Monocyte count,Monocyte count,Granulocyte percentage of myeloid white cells; Monocyte percentage of leukocytes,Neutrophil percentage of leukocytes; Lymphocyte percentage of leukocytes,Agents acting on the renin-angiotensin system use measurement; Beta blocking agent use measurement,Beta blocking agent use measurement,Diuretic use measurement,Agents acting on the renin-angiotensin system use measurement,Coronary artery disease,Hematocrit; Body height; Red blood cell density measurement; Erythrocyte count,Hematocrit,Hematocrit; Hemoglobin measurement; Red blood cell density measurement; Erythrocyte count,Hemoglobin measurement,Heel bone mineral density,Glomerular filtration rate,Erythrocyte count,Urolithiasis,Ototoxicity; Response to cisplatin,Insulin sensitivity measurement; Glucose homeostasis measurement,Parental genotype effect measurement; Birth weight,Neutrophil count,Creatinine measurement; Glomerular filtration rate,-	ZFP36L2	PLEKHG1
ENSG00000288781	ENSG00000288781	4.48328041944703	0.0248218970159248	diabetic_gastroparetics_vs_Control	HSALNG0036546	integenic	Not conserved	NA	Body mass index,Adolescent idiopathic scoliosis,-	ARSJ	C4BPA
ENSG00000276107	THBS1-IT1	-2.39601069334459	0.00317313148147811	diabetic_gastroparetics_vs_Control	HSALNG0105171	sense	Not conserved	NA	NA	THBS1	CDKN1A
